id;aluno_id;materia_id;data;presente
5164;1763;11;2025-02-02;0
5165;1558;22;2025-01-28;1
5166;1480;4;2025-01-19;0
5167;418;10;2025-02-25;0
5168;3018;25;2025-03-26;0
5169;2204;24;2025-01-21;0
5170;618;11;2025-02-21;0
5171;3051;18;2025-04-15;0
5172;2659;6;2025-01-27;1
5173;2916;20;2025-02-02;1
5174;886;14;2025-02-07;1
5175;543;3;2025-01-19;0
5176;2344;26;2025-02-18;1
5177;3015;3;2025-01-02;0
5178;418;19;2025-03-29;1
5179;2377;12;2025-01-15;1
5180;2709;6;2025-03-17;0
5181;1764;17;2025-03-13;0
5182;1340;9;2025-03-22;1
5183;2744;21;2025-04-16;1
5184;1712;17;2025-01-06;1
5185;604;28;2025-02-17;0
5186;2526;25;2025-03-26;1
5187;2683;1;2025-04-23;0
5188;104;24;2025-03-02;0
5189;107;7;2025-04-18;1
5190;1190;20;2025-02-21;1
5191;157;4;2025-04-25;1
5192;2816;22;2025-02-21;1
5193;17;13;2025-01-28;1
5194;172;21;2025-04-27;0
5195;1237;9;2025-03-21;1
5196;488;23;2025-01-05;1
5197;2860;11;2025-01-16;0
5198;1096;10;2025-01-13;0
5199;2988;20;2025-02-26;1
5200;2353;13;2025-04-25;0
5201;3007;13;2025-01-15;0
5202;2672;6;2025-01-31;0
5203;251;24;2025-04-20;0
5204;2711;17;2025-02-18;1
5205;2276;25;2025-02-22;0
5206;1842;27;2025-03-24;1
5207;284;2;2025-03-09;1
5208;276;14;2025-01-16;1
5209;722;4;2025-01-16;1
5210;1641;29;2025-01-17;0
5211;1180;6;2025-04-09;1
5212;1825;22;2025-02-06;0
5213;1565;12;2025-03-31;0
5214;2464;12;2025-02-25;1
5215;177;27;2025-02-13;1
5216;2875;22;2025-01-08;1
5217;2145;12;2025-03-25;0
5218;1307;23;2025-02-14;0
5219;1813;22;2025-01-18;1
5220;2352;27;2025-02-06;1
5221;2919;29;2025-01-10;1
5222;419;15;2025-04-20;1
5223;33;28;2025-02-14;0
5224;1169;30;2025-03-01;0
5225;1685;4;2025-02-28;0
5226;1569;11;2025-01-11;1
5227;957;14;2025-01-07;0
5228;1942;27;2025-02-17;0
5229;977;14;2025-01-29;1
5230;1918;5;2025-01-04;1
5231;254;5;2025-04-21;0
5232;991;25;2025-01-17;1
5233;1806;28;2025-01-06;1
5234;381;20;2025-01-08;1
5235;524;14;2025-03-31;0
5236;265;3;2025-01-15;1
5237;674;13;2025-02-06;0
5238;393;13;2025-01-04;0
5239;1926;27;2025-03-26;0
5240;812;30;2025-04-10;1
5241;45;15;2025-02-12;1
5242;2659;14;2025-02-23;1
5243;1781;13;2025-01-10;0
5244;897;19;2025-01-08;1
5245;1778;20;2025-01-07;1
5246;1587;8;2025-01-19;1
5247;2500;16;2025-03-02;0
5248;2268;10;2025-02-07;1
5249;879;12;2025-04-07;0
5250;2166;27;2025-04-21;1
5251;136;6;2025-04-23;0
5252;410;6;2025-04-06;1
5253;2622;26;2025-03-20;0
5254;1897;26;2025-03-04;0
5255;2981;20;2025-04-16;0
5256;1250;22;2025-03-25;1
5257;2186;17;2025-04-09;0
5258;3037;22;2025-04-09;1
5259;554;23;2025-04-12;0
5260;933;14;2025-03-17;1
5261;2034;9;2025-03-21;0
5262;1717;28;2025-03-23;1
5263;2058;2;2025-03-22;0
5264;2099;6;2025-02-19;0
5265;1567;6;2025-04-23;0
5266;235;25;2025-03-20;0
5267;3001;2;2025-01-17;1
5268;2012;15;2025-01-20;1
5269;1621;11;2025-04-24;1
5270;2239;24;2025-02-20;0
5271;2007;29;2025-02-23;1
5272;2423;29;2025-01-11;0
5273;2895;24;2025-01-08;1
5274;133;9;2025-04-03;1
5275;1920;21;2025-04-26;1
5276;3077;6;2025-02-09;0
5277;2771;16;2025-04-13;0
5278;2137;8;2025-04-09;0
5279;2190;10;2025-04-11;1
5280;737;28;2025-04-25;1
5281;2178;2;2025-04-23;1
5282;2541;22;2025-03-04;1
5283;1055;17;2025-02-26;1
5284;2088;14;2025-04-23;1
5285;2830;24;2025-01-13;1
5286;10;27;2025-02-10;0
5287;1580;16;2025-04-06;1
5288;1751;3;2025-02-03;0
5289;2485;4;2025-01-28;0
5290;1492;8;2025-03-06;1
5291;3092;30;2025-01-09;1
5292;2787;26;2025-01-21;1
5293;2179;16;2025-01-24;0
5294;1758;27;2025-03-24;1
5295;713;15;2025-01-03;1
5296;780;9;2025-02-06;1
5297;2698;3;2025-03-22;1
5298;1329;17;2025-04-14;1
5299;795;1;2025-04-01;1
5300;2399;12;2025-01-18;1
5301;2966;9;2025-01-30;0
5302;175;28;2025-04-06;0
5303;573;8;2025-01-16;1
5304;1363;22;2025-02-16;0
5305;1815;5;2025-02-20;0
5306;590;1;2025-03-30;0
5307;1197;29;2025-04-05;1
5308;1577;23;2025-03-04;0
5309;154;24;2025-01-12;0
5310;1662;24;2025-01-24;1
5311;1216;27;2025-04-13;1
5312;13;1;2025-03-29;0
5313;295;10;2025-03-18;1
5314;419;26;2025-04-11;1
5315;2233;18;2025-03-22;0
5316;1328;22;2025-04-13;0
5317;735;18;2025-03-13;1
5318;481;3;2025-01-02;1
5319;991;25;2025-01-12;0
5320;751;17;2025-03-02;1
5321;1222;13;2025-03-09;0
5322;474;10;2025-04-16;1
5323;1901;30;2025-02-09;1
5324;1610;3;2025-01-02;1
5325;2341;29;2025-03-26;1
5326;752;16;2025-01-24;0
5327;1120;28;2025-01-26;0
5328;563;18;2025-03-13;0
5329;2077;2;2025-03-07;1
5330;2378;29;2025-03-28;1
5331;743;23;2025-03-04;0
5332;1774;25;2025-03-26;0
5333;152;18;2025-01-30;1
5334;1031;5;2025-04-01;1
5335;635;25;2025-02-26;0
5336;2681;5;2025-03-20;1
5337;114;5;2025-03-03;1
5338;483;3;2025-03-21;1
5339;2580;14;2025-01-24;0
5340;178;5;2025-03-11;1
5341;1331;16;2025-03-03;1
5342;2097;2;2025-02-16;0
5343;406;12;2025-04-22;1
5344;154;7;2025-01-24;1
5345;779;8;2025-01-11;1
5346;1145;4;2025-04-22;0
5347;557;1;2025-04-26;0
5348;2035;12;2025-01-07;0
5349;1998;19;2025-03-26;1
5350;2991;1;2025-04-21;0
5351;22;13;2025-02-20;0
5352;2971;25;2025-03-18;0
5353;2666;9;2025-01-31;1
5354;1238;25;2025-01-21;0
5355;2746;15;2025-04-05;1
5356;1394;1;2025-03-23;1
5357;1743;16;2025-02-27;0
5358;2561;9;2025-04-10;1
5359;1213;11;2025-02-06;0
5360;2905;15;2025-02-01;0
5361;2804;10;2025-01-01;1
5362;951;4;2025-02-24;0
5363;3116;6;2025-01-13;1
5364;3102;25;2025-02-28;1
5365;99;13;2025-02-11;1
5366;1806;13;2025-01-20;1
5367;493;24;2025-01-04;0
5368;396;30;2025-04-01;1
5369;1705;10;2025-01-24;1
5370;990;20;2025-01-16;1
5371;2693;26;2025-01-02;1
5372;193;11;2025-04-18;0
5373;2887;17;2025-04-14;1
5374;3008;29;2025-04-03;1
5375;1657;18;2025-04-20;0
5376;140;28;2025-03-09;0
5377;2068;30;2025-04-03;0
5378;601;17;2025-01-03;1
5379;443;18;2025-02-16;1
5380;2481;14;2025-02-21;1
5381;1601;16;2025-03-02;1
5382;1461;15;2025-03-26;0
5383;389;10;2025-03-20;0
5384;1924;5;2025-01-27;1
5385;1935;27;2025-04-08;1
5386;2467;5;2025-01-13;1
5387;2585;6;2025-02-27;0
5388;1080;25;2025-01-18;0
5389;859;22;2025-02-04;0
5390;905;24;2025-03-26;0
5391;1000;15;2025-03-24;0
5392;2599;24;2025-03-06;1
5393;1933;3;2025-01-02;0
5394;1693;5;2025-03-16;1
5395;900;13;2025-03-18;1
5396;533;10;2025-04-08;1
5397;2762;14;2025-02-07;0
5398;1138;23;2025-01-02;1
5399;2405;27;2025-01-17;0
5400;942;7;2025-02-10;0
5401;1042;29;2025-01-14;1
5402;701;27;2025-04-18;0
5403;1284;19;2025-04-18;1
5404;2450;16;2025-01-08;0
5405;1003;5;2025-03-02;1
5406;1669;8;2025-04-01;0
5407;2014;20;2025-04-26;0
5408;2252;9;2025-01-09;1
5409;971;1;2025-02-23;0
5410;1559;16;2025-01-06;1
5411;2300;15;2025-01-20;1
5412;2213;7;2025-03-26;0
5413;463;4;2025-02-03;0
5414;2730;3;2025-03-23;1
5415;1684;21;2025-03-13;1
5416;987;17;2025-04-15;0
5417;2639;19;2025-01-18;1
5418;650;27;2025-02-03;1
5419;1306;14;2025-04-02;0
5420;1434;16;2025-01-04;1
5421;165;30;2025-02-11;0
5422;740;26;2025-03-15;0
5423;2386;16;2025-02-26;0
5424;66;22;2025-04-23;1
5425;554;19;2025-04-10;1
5426;2344;29;2025-03-28;1
5427;2838;22;2025-02-12;0
5428;1155;16;2025-02-21;1
5429;2851;25;2025-03-07;1
5430;2515;5;2025-03-17;0
5431;957;6;2025-02-01;1
5432;1356;30;2025-03-21;1
5433;1287;11;2025-04-12;1
5434;239;16;2025-01-07;1
5435;2908;19;2025-02-08;1
5436;2713;16;2025-04-22;0
5437;3013;13;2025-03-12;1
5438;2597;30;2025-04-27;0
5439;2938;14;2025-02-24;1
5440;981;23;2025-02-14;0
5441;466;4;2025-01-22;1
5442;1873;5;2025-03-18;0
5443;3097;17;2025-03-03;1
5444;877;19;2025-04-14;0
5445;1521;13;2025-04-11;1
5446;2810;8;2025-01-20;1
5447;834;12;2025-03-15;1
5448;210;24;2025-02-09;0
5449;5;10;2025-02-17;1
5450;195;20;2025-04-01;0
5451;2992;29;2025-01-23;1
5452;2686;13;2025-02-01;1
5453;1772;19;2025-02-12;0
5454;983;6;2025-02-22;0
5455;2981;11;2025-01-19;0
5456;20;18;2025-03-09;0
5457;2765;1;2025-01-12;1
5458;1213;27;2025-02-06;0
5459;947;5;2025-01-31;0
5460;699;16;2025-01-24;0
5461;583;17;2025-03-30;0
5462;950;10;2025-02-19;0
5463;1619;4;2025-03-19;1
5464;997;29;2025-02-19;1
5465;908;14;2025-01-21;1
5466;51;3;2025-02-16;1
5467;2293;7;2025-04-07;0
5468;1255;2;2025-03-08;1
5469;320;12;2025-03-26;0
5470;8;2;2025-02-25;0
5471;1901;21;2025-01-01;1
5472;2248;30;2025-03-19;1
5473;749;15;2025-02-09;0
5474;483;15;2025-03-04;1
5475;756;10;2025-04-20;1
5476;1204;15;2025-01-27;1
5477;2211;29;2025-01-06;1
5478;828;16;2025-02-22;1
5479;1139;16;2025-04-10;0
5480;1468;2;2025-04-09;0
5481;2141;6;2025-01-27;0
5482;690;27;2025-03-03;0
5483;1806;9;2025-03-29;0
5484;1858;15;2025-04-21;0
5485;764;21;2025-03-04;1
5486;2830;12;2025-02-02;0
5487;911;18;2025-03-08;0
5488;82;9;2025-03-19;0
5489;1021;15;2025-02-06;0
5490;2562;18;2025-03-16;0
5491;1272;24;2025-01-28;1
5492;2192;22;2025-04-24;1
5493;311;9;2025-03-27;1
5494;185;25;2025-01-31;1
5495;3057;7;2025-01-21;1
5496;146;2;2025-03-17;1
5497;455;17;2025-01-25;1
5498;1772;22;2025-03-13;1
5499;3119;20;2025-02-14;1
5500;1625;4;2025-01-27;1
5501;544;16;2025-01-23;0
5502;2715;20;2025-03-29;0
5503;1097;5;2025-02-10;1
5504;974;15;2025-03-25;1
5505;80;12;2025-04-14;1
5506;1840;8;2025-02-03;1
5507;2147;16;2025-02-04;0
5508;15;10;2025-02-14;1
5509;745;2;2025-01-15;1
5510;566;5;2025-02-27;1
5511;675;11;2025-02-17;0
5512;333;23;2025-04-13;1
5513;829;15;2025-01-19;0
5514;40;15;2025-04-24;0
5515;968;25;2025-03-20;0
5516;2672;10;2025-04-05;1
5517;2064;7;2025-03-05;1
5518;1529;2;2025-04-27;1
5519;104;4;2025-03-31;1
5520;1658;2;2025-01-20;0
5521;1468;18;2025-04-19;0
5522;1338;24;2025-04-11;0
5523;143;22;2025-01-05;1
5524;847;30;2025-02-22;1
5525;2172;18;2025-04-21;0
5526;2444;17;2025-03-12;1
5527;526;19;2025-01-03;1
5528;191;12;2025-02-28;0
5529;941;12;2025-02-09;1
5530;1978;7;2025-01-22;0
5531;491;21;2025-02-01;1
5532;2501;15;2025-04-04;0
5533;159;18;2025-02-06;1
5534;451;28;2025-02-14;1
5535;2201;12;2025-04-10;0
5536;2098;11;2025-01-20;0
5537;1536;24;2025-03-04;0
5538;2751;25;2025-03-28;0
5539;739;27;2025-01-04;1
5540;1593;7;2025-03-11;1
5541;2391;13;2025-01-08;0
5542;363;24;2025-01-11;0
5543;2181;6;2025-03-10;0
5544;895;14;2025-03-02;0
5545;2964;24;2025-01-08;0
5546;820;5;2025-01-26;0
5547;543;12;2025-01-01;0
5548;1805;12;2025-03-21;1
5549;2835;14;2025-01-08;1
5550;1157;7;2025-01-10;0
5551;1734;1;2025-02-28;0
5552;90;5;2025-04-11;1
5553;1971;8;2025-04-08;0
5554;2606;11;2025-01-08;0
5555;343;30;2025-01-05;1
5556;2383;4;2025-02-05;1
5557;1706;13;2025-01-24;0
5558;2527;18;2025-02-01;0
5559;680;10;2025-01-20;0
5560;2555;25;2025-01-24;0
5561;1504;9;2025-03-24;1
5562;277;29;2025-02-11;0
5563;374;16;2025-03-18;1
5564;2063;29;2025-03-08;0
5565;1784;1;2025-04-27;1
5566;2610;6;2025-04-16;1
5567;854;7;2025-04-02;1
5568;39;13;2025-04-15;0
5569;1715;7;2025-02-01;1
5570;364;10;2025-01-01;1
5571;1819;15;2025-02-09;0
5572;1990;26;2025-03-06;1
5573;1702;26;2025-01-17;1
5574;1403;15;2025-02-28;1
5575;780;2;2025-03-18;0
5576;1714;12;2025-01-26;0
5577;887;5;2025-04-05;0
5578;912;5;2025-02-03;1
5579;948;28;2025-04-06;0
5580;2940;14;2025-04-12;0
5581;2606;14;2025-03-24;1
5582;664;15;2025-03-23;1
5583;362;28;2025-01-01;0
5584;1609;3;2025-02-17;0
5585;2928;22;2025-01-13;0
5586;1144;25;2025-03-02;0
5587;1959;14;2025-04-16;1
5588;2591;18;2025-04-04;0
5589;571;14;2025-01-18;0
5590;739;27;2025-01-08;0
5591;1513;8;2025-03-16;1
5592;1519;26;2025-02-17;0
5593;212;8;2025-03-31;1
5594;920;7;2025-01-03;1
5595;792;15;2025-03-23;1
5596;2816;11;2025-01-08;0
5597;880;19;2025-02-19;1
5598;292;12;2025-01-01;1
5599;2109;8;2025-04-09;0
5600;503;21;2025-03-19;0
5601;1888;24;2025-04-11;1
5602;1407;28;2025-04-08;1
5603;1030;18;2025-01-10;0
5604;166;19;2025-02-02;0
5605;125;12;2025-04-22;0
5606;2097;22;2025-04-23;1
5607;2272;9;2025-01-06;1
5608;1632;24;2025-01-29;0
5609;1853;10;2025-02-05;1
5610;3012;20;2025-01-22;1
5611;2109;11;2025-02-03;1
5612;2904;17;2025-04-04;1
5613;1273;9;2025-02-25;1
5614;1629;5;2025-03-07;0
5615;2687;10;2025-01-24;0
5616;480;9;2025-02-16;0
5617;169;21;2025-01-25;1
5618;1061;10;2025-02-04;1
5619;1088;23;2025-02-02;0
5620;395;21;2025-01-22;0
5621;2696;18;2025-04-14;1
5622;264;23;2025-03-01;0
5623;1599;19;2025-02-21;1
5624;2424;24;2025-04-05;1
5625;1821;14;2025-03-25;1
5626;4;15;2025-04-12;0
5627;695;23;2025-01-31;1
5628;2497;2;2025-02-15;0
5629;1904;28;2025-03-14;0
5630;2625;22;2025-04-11;0
5631;1463;26;2025-02-11;0
5632;2572;2;2025-04-13;0
5633;789;12;2025-01-21;0
5634;2731;16;2025-04-11;0
5635;2762;12;2025-04-10;0
5636;2488;11;2025-04-08;0
5637;742;29;2025-03-27;1
5638;1536;9;2025-01-05;1
5639;566;18;2025-03-30;1
5640;1177;18;2025-03-26;0
5641;3095;28;2025-03-22;1
5642;2306;19;2025-03-03;0
5643;432;30;2025-03-13;1
5644;111;1;2025-02-07;1
5645;681;24;2025-03-07;0
5646;1184;10;2025-04-18;0
5647;2727;4;2025-04-14;1
5648;985;22;2025-03-13;1
5649;807;26;2025-02-28;0
5650;2362;7;2025-01-21;0
5651;461;15;2025-01-16;1
5652;2839;26;2025-02-12;1
5653;266;11;2025-02-25;0
5654;1948;21;2025-02-09;0
5655;3107;12;2025-03-22;1
5656;2374;3;2025-02-11;0
5657;1662;7;2025-04-05;0
5658;2853;24;2025-01-12;1
5659;2252;7;2025-01-12;0
5660;2866;24;2025-01-08;0
5661;3027;16;2025-02-01;1
5662;1386;29;2025-04-25;0
5663;1468;24;2025-03-19;0
5664;1938;12;2025-02-04;1
5665;2436;19;2025-04-25;1
5666;1273;15;2025-04-07;0
5667;2184;30;2025-01-31;1
5668;3041;18;2025-03-16;0
5669;336;13;2025-01-08;0
5670;614;2;2025-03-06;1
5671;1914;10;2025-02-13;0
5672;1245;21;2025-01-06;0
5673;1958;15;2025-01-05;0
5674;2859;13;2025-01-07;0
5675;774;6;2025-03-02;0
5676;3064;18;2025-01-24;0
5677;862;1;2025-04-05;1
5678;320;26;2025-04-05;1
5679;949;8;2025-02-14;1
5680;2139;18;2025-01-19;1
5681;193;14;2025-02-04;1
5682;2584;27;2025-03-13;1
5683;2230;10;2025-02-13;1
5684;1213;5;2025-04-14;0
5685;1572;30;2025-02-19;0
5686;2173;14;2025-02-02;0
5687;386;7;2025-04-20;1
5688;619;4;2025-04-10;1
5689;1593;1;2025-02-06;1
5690;1730;19;2025-02-28;0
5691;447;19;2025-04-12;0
5692;1937;1;2025-03-14;0
5693;525;8;2025-04-01;1
5694;1092;19;2025-03-23;1
5695;980;7;2025-01-05;1
5696;42;5;2025-02-25;1
5697;2182;11;2025-04-14;0
5698;2193;8;2025-01-04;0
5699;3002;23;2025-01-15;1
5700;2526;25;2025-01-07;1
5701;1403;18;2025-02-19;1
5702;1874;17;2025-02-04;1
5703;2154;18;2025-04-16;0
5704;250;25;2025-03-06;0
5705;1563;7;2025-01-13;0
5706;2346;15;2025-01-21;0
5707;1417;22;2025-03-10;1
5708;910;19;2025-01-04;1
5709;2405;23;2025-02-16;0
5710;2608;17;2025-03-31;0
5711;2110;13;2025-02-04;0
5712;1526;10;2025-03-10;0
5713;1588;3;2025-04-14;1
5714;2242;5;2025-02-16;1
5715;2866;1;2025-01-29;0
5716;2335;29;2025-01-18;1
5717;1977;20;2025-04-07;1
5718;1533;5;2025-03-16;0
5719;2000;23;2025-03-23;0
5720;2622;19;2025-03-21;0
5721;1785;15;2025-02-12;0
5722;293;18;2025-03-01;1
5723;1943;27;2025-01-19;0
5724;1286;26;2025-04-15;1
5725;1393;5;2025-03-29;0
5726;42;7;2025-01-04;1
5727;2360;24;2025-04-14;0
5728;408;3;2025-04-20;0
5729;885;22;2025-03-22;0
5730;193;28;2025-01-10;0
5731;2515;5;2025-01-27;1
5732;2973;7;2025-02-05;0
5733;1755;17;2025-02-08;1
5734;2770;21;2025-01-28;0
5735;1693;11;2025-02-01;1
5736;627;25;2025-02-21;1
5737;2215;8;2025-01-09;0
5738;2409;3;2025-01-29;1
5739;2962;3;2025-04-13;1
5740;1571;16;2025-03-11;0
5741;2068;10;2025-04-01;0
5742;2935;24;2025-04-25;0
5743;1790;18;2025-03-29;0
5744;1666;2;2025-01-25;1
5745;2158;5;2025-01-30;1
5746;1273;14;2025-03-30;0
5747;1952;20;2025-03-04;0
5748;395;6;2025-01-24;1
5749;1599;11;2025-03-09;0
5750;506;4;2025-03-08;0
5751;734;10;2025-01-16;1
5752;2413;17;2025-04-03;1
5753;1778;20;2025-04-06;0
5754;1093;30;2025-01-06;0
5755;266;1;2025-01-13;0
5756;429;6;2025-01-03;1
5757;1339;13;2025-04-26;1
5758;2971;16;2025-01-07;0
5759;563;9;2025-02-04;0
5760;2679;3;2025-02-22;1
5761;242;24;2025-01-28;1
5762;2286;26;2025-03-30;0
5763;2382;22;2025-02-12;0
5764;2563;23;2025-03-11;1
5765;2239;17;2025-04-08;0
5766;443;23;2025-02-03;0
5767;2084;16;2025-02-16;1
5768;50;30;2025-01-05;1
5769;1275;3;2025-03-04;0
5770;1340;3;2025-01-11;1
5771;288;25;2025-02-22;0
5772;1114;15;2025-03-09;1
5773;1972;6;2025-03-31;0
5774;2811;18;2025-02-27;1
5775;1820;18;2025-02-16;0
5776;1518;16;2025-04-09;0
5777;2792;23;2025-03-19;0
5778;2820;10;2025-03-13;0
5779;2524;10;2025-04-20;0
5780;2086;11;2025-02-16;1
5781;2600;26;2025-01-27;1
5782;766;3;2025-01-30;1
5783;976;12;2025-01-02;0
5784;461;5;2025-01-26;1
5785;2728;24;2025-02-04;1
5786;17;27;2025-01-29;0
5787;1261;4;2025-02-23;1
5788;434;7;2025-04-22;1
5789;659;4;2025-01-28;0
5790;2935;5;2025-01-31;0
5791;2088;9;2025-04-17;1
5792;2040;13;2025-01-20;1
5793;1413;19;2025-03-27;0
5794;2964;20;2025-04-06;1
5795;1220;19;2025-04-21;1
5796;2910;19;2025-02-11;0
5797;1492;4;2025-04-12;0
5798;152;23;2025-04-26;0
5799;1721;13;2025-01-22;0
5800;278;11;2025-03-20;1
5801;1762;4;2025-02-06;1
5802;894;25;2025-02-15;0
5803;2289;3;2025-04-25;0
5804;1165;1;2025-02-21;1
5805;1614;30;2025-02-12;0
5806;179;22;2025-02-25;1
5807;1892;28;2025-03-03;1
5808;2091;18;2025-02-16;1
5809;2568;10;2025-01-30;1
5810;1617;6;2025-02-03;0
5811;2779;3;2025-03-23;0
5812;2604;4;2025-03-17;1
5813;2804;25;2025-04-26;1
5814;328;4;2025-02-27;1
5815;696;28;2025-01-31;1
5816;763;25;2025-02-21;0
5817;674;16;2025-03-26;0
5818;3027;28;2025-01-24;0
5819;2086;17;2025-04-12;1
5820;2092;16;2025-01-18;1
5821;2880;18;2025-04-01;1
5822;2278;27;2025-02-10;1
5823;2754;7;2025-02-16;1
5824;2248;12;2025-04-06;1
5825;1862;10;2025-03-11;0
5826;1749;20;2025-02-09;1
5827;1428;19;2025-01-30;1
5828;1797;16;2025-01-28;0
5829;2148;10;2025-03-18;1
5830;1705;19;2025-03-04;0
5831;2572;5;2025-01-21;0
5832;3091;3;2025-01-22;0
5833;1150;23;2025-04-14;1
5834;2008;28;2025-03-11;1
5835;2593;7;2025-03-23;1
5836;2026;11;2025-01-23;0
5837;1936;29;2025-04-02;1
5838;2963;1;2025-04-19;0
5839;2033;5;2025-01-29;1
5840;550;26;2025-02-04;1
5841;2862;20;2025-01-17;0
5842;516;28;2025-04-17;0
5843;2247;19;2025-04-26;1
5844;62;3;2025-03-12;0
5845;3070;3;2025-01-26;0
5846;1558;4;2025-03-27;0
5847;1852;20;2025-02-17;1
5848;599;29;2025-01-26;1
5849;869;27;2025-03-19;1
5850;2410;30;2025-04-25;1
5851;1157;14;2025-02-15;1
5852;2311;4;2025-02-08;1
5853;2666;30;2025-03-25;1
5854;1587;26;2025-03-26;1
5855;2280;7;2025-01-10;0
5856;2462;5;2025-02-01;1
5857;2320;29;2025-02-25;0
5858;1538;26;2025-01-14;1
5859;415;26;2025-03-26;0
5860;620;1;2025-02-19;1
5861;2061;5;2025-03-02;1
5862;719;16;2025-04-25;0
5863;1498;6;2025-02-13;1
5864;1082;16;2025-03-14;1
5865;1947;28;2025-02-28;0
5866;2171;4;2025-01-28;1
5867;767;18;2025-03-26;1
5868;441;11;2025-02-05;1
5869;1141;20;2025-03-29;1
5870;2214;16;2025-02-26;1
5871;1874;14;2025-02-13;1
5872;2966;27;2025-01-03;0
5873;1012;3;2025-04-15;1
5874;93;24;2025-04-14;0
5875;514;15;2025-02-10;1
5876;2384;5;2025-03-24;1
5877;258;8;2025-02-22;1
5878;2674;14;2025-03-14;1
5879;1193;27;2025-04-24;0
5880;576;23;2025-03-07;0
5881;2714;1;2025-01-02;1
5882;1462;18;2025-02-06;0
5883;1636;29;2025-02-10;0
5884;1998;22;2025-03-17;0
5885;296;27;2025-02-18;1
5886;260;19;2025-03-22;1
5887;767;1;2025-01-11;1
5888;2340;3;2025-01-26;0
5889;1801;13;2025-04-06;1
5890;2109;12;2025-03-09;1
5891;2929;7;2025-03-25;1
5892;2190;23;2025-01-25;1
5893;1729;28;2025-02-01;0
5894;1144;19;2025-01-10;0
5895;1824;20;2025-03-23;0
5896;1616;5;2025-03-10;0
5897;2136;8;2025-02-25;0
5898;2737;14;2025-01-15;1
5899;1144;30;2025-01-30;0
5900;2272;4;2025-02-28;1
5901;152;25;2025-01-02;0
5902;1220;6;2025-02-13;1
5903;1238;5;2025-03-31;1
5904;1478;23;2025-03-20;1
5905;891;12;2025-01-26;0
5906;5;18;2025-04-08;0
5907;2674;19;2025-01-06;0
5908;2305;19;2025-04-06;0
5909;529;28;2025-02-18;0
5910;1908;21;2025-03-05;0
5911;2948;16;2025-01-08;0
5912;1169;25;2025-04-24;0
5913;934;10;2025-04-09;0
5914;1414;2;2025-02-20;0
5915;2167;5;2025-02-11;1
5916;438;19;2025-02-05;1
5917;2756;19;2025-03-05;0
5918;1743;16;2025-02-10;0
5919;309;1;2025-03-18;0
5920;2735;19;2025-02-16;1
5921;777;25;2025-01-05;0
5922;2560;28;2025-03-03;1
5923;1797;25;2025-04-13;1
5924;2104;18;2025-02-13;1
5925;2299;11;2025-02-10;0
5926;1122;14;2025-03-26;1
5927;1806;6;2025-04-22;0
5928;2215;17;2025-01-10;0
5929;188;4;2025-02-10;0
5930;1559;4;2025-03-15;0
5931;2260;26;2025-03-24;1
5932;1331;19;2025-04-13;0
5933;3086;28;2025-01-11;0
5934;2974;30;2025-03-05;1
5935;2936;10;2025-02-09;1
5936;1228;15;2025-03-11;0
5937;1859;27;2025-03-08;1
5938;2936;28;2025-02-25;1
5939;1816;8;2025-02-01;1
5940;3024;25;2025-03-19;1
5941;705;14;2025-03-07;1
5942;656;2;2025-03-08;0
5943;2095;23;2025-04-12;1
5944;2356;19;2025-02-08;0
5945;430;24;2025-03-27;1
5946;148;28;2025-01-02;0
5947;1884;19;2025-04-13;0
5948;614;15;2025-03-15;0
5949;2879;26;2025-04-07;0
5950;2628;14;2025-03-17;0
5951;2355;4;2025-04-01;1
5952;227;3;2025-04-23;0
5953;2916;12;2025-03-17;1
5954;2015;28;2025-03-29;1
5955;139;4;2025-04-01;0
5956;1482;23;2025-03-28;1
5957;311;24;2025-04-02;1
5958;2424;20;2025-04-24;0
5959;1745;30;2025-03-29;1
5960;2372;26;2025-01-02;0
5961;825;14;2025-02-01;0
5962;1220;6;2025-02-28;1
5963;1045;25;2025-04-05;0
5964;2398;15;2025-01-20;0
5965;1123;25;2025-04-07;1
5966;2284;21;2025-02-25;0
5967;3117;14;2025-03-26;0
5968;1210;1;2025-02-20;0
5969;955;28;2025-02-02;0
5970;1227;4;2025-03-08;1
5971;723;8;2025-04-13;1
5972;2355;20;2025-01-11;0
5973;2584;23;2025-04-02;1
5974;1463;19;2025-01-09;0
5975;1154;4;2025-01-22;0
5976;2761;21;2025-01-23;1
5977;2055;21;2025-03-27;1
5978;477;21;2025-04-07;0
5979;825;12;2025-04-26;0
5980;3037;24;2025-02-04;0
5981;1569;4;2025-04-05;0
5982;2979;18;2025-01-20;0
5983;333;8;2025-02-18;0
5984;1845;20;2025-04-06;0
5985;293;2;2025-03-10;0
5986;2630;8;2025-03-05;0
5987;3116;17;2025-02-17;0
5988;2847;17;2025-04-24;0
5989;1055;13;2025-04-25;1
5990;1186;5;2025-03-05;1
5991;144;26;2025-03-28;0
5992;1995;10;2025-01-28;0
5993;2716;16;2025-03-02;1
5994;528;12;2025-02-25;1
5995;1442;8;2025-02-17;1
5996;383;12;2025-01-21;0
5997;1642;29;2025-04-03;0
5998;907;27;2025-03-10;1
5999;2609;18;2025-01-05;0
6000;290;2;2025-03-21;0
6001;1924;25;2025-02-23;1
