id;aluno_id;avaliacao_id;nota
2478;1047;60;2.72
2479;2431;34;6.76
2480;1025;62;0.81
2481;3056;60;5.32
2482;886;63;5.09
2483;1211;78;4.45
2484;2969;7;2.77
2485;1168;73;6.47
2486;130;93;9.86
2487;1702;13;7.58
2488;3033;4;6.36
2489;1225;98;6.63
2490;2929;71;4.87
2491;1861;13;4.78
2492;1467;55;5.84
2493;1143;95;9.01
2494;2648;40;7.79
2495;2644;92;9.16
2496;958;4;8.04
2497;194;79;2.33
2498;952;1;8.25
2499;133;2;7.05
2500;1651;29;3.64
2501;2381;24;2.33
2502;136;22;8.37
2503;1366;53;9.2
2504;442;97;2.12
2505;2060;44;3.64
2506;1218;8;4.19
2507;3008;27;5.66
2508;2642;85;6.24
2509;703;35;5.25
2510;881;2;5.97
2511;745;25;4.69
2512;620;6;9.25
2513;1106;41;3.66
2514;2357;8;3.02
2515;546;63;9.2
2516;2021;95;5.16
2517;2106;100;9.04
2518;362;31;4.46
2519;1146;23;3.8
2520;1198;51;2.17
2521;2345;28;3.24
2522;2789;13;8.55
2523;876;55;5.05
2524;1720;15;9.87
2525;532;98;6.05
2526;627;31;3.26
2527;2581;75;4.64
2528;2385;68;2.05
2529;578;31;1.23
2530;847;71;8.61
2531;790;28;1.93
2532;1497;51;9.49
2533;463;55;9.48
2534;247;11;9.26
2535;2574;18;9.11
2536;2784;3;2.53
2537;1966;50;3.97
2538;2339;76;4.43
2539;1948;42;5.14
2540;2160;14;9.69
2541;45;11;9.38
2542;2469;55;2.38
2543;2490;40;0.51
2544;143;90;2.36
2545;2004;54;1.93
2546;722;45;5.97
2547;1385;73;3.53
2548;2639;59;7.43
2549;1492;95;3.01
2550;2790;7;7.16
2551;2168;68;6.46
2552;718;88;1.51
2553;489;54;6.92
2554;2093;99;1.44
2555;1822;15;2.51
2556;2141;21;4.96
2557;3067;97;2.02
2558;2151;38;4.4
2559;2435;68;4.63
2560;1698;50;1.24
2561;2461;7;8.77
2562;1812;15;2.47
2563;43;48;1.94
2564;1423;91;0.54
2565;1600;51;4.01
2566;1978;16;7.47
2567;1023;42;0.59
2568;2675;69;9.04
2569;2279;50;0.14
2570;468;65;7.07
2571;604;6;0.66
2572;2192;19;2.52
2573;288;14;1.6
2574;2804;47;4.98
2575;2530;34;6.73
2576;1328;96;3.63
2577;1245;83;5.49
2578;1507;44;2.21
2579;2216;82;2.55
2580;2839;76;2.21
2581;329;65;6.68
2582;2093;57;4.77
2583;1282;73;5.88
2584;2929;54;5.53
2585;1020;73;9.8
2586;2795;92;3.26
2587;1309;31;0.44
2588;518;37;1.29
2589;902;83;3.59
2590;745;19;8.73
2591;1408;98;6.45
2592;401;27;0.85
2593;2620;66;3.2
2594;967;66;9.29
2595;2381;4;3.05
2596;973;32;6.95
2597;1057;100;2.96
2598;2469;32;8.12
2599;2904;60;1.67
2600;1208;16;0.83
2601;2637;62;5.36
2602;2005;58;5.26
2603;597;59;4.68
2604;2334;33;9.97
2605;2874;55;1.18
2606;588;87;5.21
2607;2595;36;0.61
2608;622;96;6.23
2609;3098;67;3.5
2610;569;46;5.12
2611;310;44;0.54
2612;2717;51;3.68
2613;2990;84;4.76
2614;2313;98;2.25
2615;512;75;8.52
2616;2040;71;7.81
2617;160;56;1.81
2618;2884;38;8.51
2619;744;78;9.97
2620;1340;42;1.02
2621;85;66;7.49
2622;753;66;8.13
2623;687;36;1.18
2624;3032;23;3.26
2625;2507;93;2.57
2626;413;4;3.23
2627;3038;63;1.6
2628;1666;83;5.22
2629;1907;48;1.72
2630;542;60;3.3
2631;1231;76;0.21
2632;1065;58;6.09
2633;2275;44;6.68
2634;2243;28;6.01
2635;67;3;9.47
2636;1810;17;7.92
2637;184;98;5.34
2638;2952;54;0.32
2639;2592;30;9.31
2640;2388;60;5.67
2641;799;56;5.05
2642;2613;49;5.8
2643;1391;22;7.41
2644;2797;43;8.61
2645;2425;80;5.19
2646;2887;70;9.1
2647;661;32;3.57
2648;1318;90;6.58
2649;425;88;8.33
2650;1778;75;5.73
2651;2148;19;7.6
2652;2077;2;0.17
2653;3063;13;9.15
2654;1301;72;9.5
2655;2659;100;2.16
2656;427;14;5.01
2657;3101;39;6.05
2658;1085;84;3.38
2659;986;62;7.84
2660;52;46;6.05
2661;1406;65;6.01
2662;2988;91;8.28
2663;2476;12;3.36
2664;2661;11;2.53
2665;1719;85;7.7
2666;2854;28;3.36
2667;1384;91;3.72
2668;560;79;8.47
2669;1373;71;1.59
2670;2094;27;2.31
2671;2827;16;1.23
2672;1714;59;8.08
2673;2534;49;1.54
2674;960;8;7.09
2675;344;90;2.01
2676;763;72;6.18
2677;3117;100;8.75
2678;892;89;9.59
2679;107;17;7.33
2680;1000;29;7.58
2681;84;1;1.95
2682;10;28;1.8
2683;1114;63;8.86
2684;2777;59;7.84
2685;2950;56;1.45
2686;1653;40;5.2
2687;1993;20;2.81
2688;415;17;8.1
2689;2642;18;0.46
2690;2492;38;5.19
2691;764;75;9.94
2692;2275;8;9.42
2693;534;3;6.82
2694;1297;42;6.08
2695;2039;76;6.39
2696;2339;2;1.32
2697;2550;99;2.8
2698;1251;20;6.32
2699;36;81;3.68
2700;923;95;1.84
2701;2215;24;8.34
2702;1777;14;0.77
2703;1230;39;0.72
2704;1876;63;5.49
2705;316;52;9.54
2706;1603;52;9.64
2707;1237;13;0.85
2708;2919;44;1.6
2709;541;26;1.49
2710;914;17;8.27
2711;1000;29;7.89
2712;1198;43;1.57
2713;131;22;7.35
2714;571;81;2.27
2715;3119;7;7.61
2716;2854;50;7.82
2717;2899;72;1.52
2718;2059;87;6.41
2719;1069;81;1.62
2720;1262;6;9.65
2721;619;43;4.22
2722;1791;3;2.86
2723;236;46;0.62
2724;1631;59;5.96
2725;423;89;7.93
2726;2626;30;3.76
2727;844;54;4.35
2728;2701;21;9.39
2729;2059;87;4.1
2730;1609;6;2.89
2731;1860;46;6.02
2732;1047;8;7.11
2733;1204;57;0.18
2734;1502;36;8.87
2735;107;81;0.77
2736;622;93;8.95
2737;2159;61;5.14
2738;593;84;4.62
2739;227;19;6.58
2740;1845;46;6.04
2741;1444;79;9.23
2742;1987;25;4.88
2743;460;21;0.72
2744;2855;38;4.32
2745;2662;33;4.3
2746;388;43;6.71
2747;2234;39;1.97
2748;2935;77;8.17
2749;2846;92;2.2
2750;301;66;1.11
2751;2608;74;8.06
2752;2837;6;6.72
2753;2936;19;2.35
2754;3102;23;5.19
2755;567;72;7.69
2756;2416;40;2.53
2757;1400;63;8.69
2758;2900;96;4.73
2759;128;91;8.06
2760;757;77;4.54
2761;710;92;9.43
2762;1441;47;6.83
2763;3041;29;8.15
2764;817;29;1.71
2765;1804;98;0.36
2766;1718;74;1.25
2767;1951;55;2.37
2768;1172;44;0.43
2769;2205;96;8.46
2770;2473;10;0.73
2771;1036;100;3.78
2772;2943;8;0.19
2773;2610;96;9.8
2774;1084;69;1.94
2775;1616;24;6.19
2776;1098;99;9.95
2777;97;83;3.17
2778;982;58;4.48
2779;1782;43;6.38
2780;859;66;7.89
2781;1378;27;8.11
2782;1834;9;5.45
2783;59;93;5.69
2784;333;30;6.67
2785;2087;30;8.94
2786;892;60;6.59
2787;1993;9;7.78
2788;998;100;3.31
2789;509;74;7.25
2790;2024;63;8.77
2791;183;22;2.0
2792;258;24;1.27
2793;2881;83;8.27
2794;594;28;8.75
2795;104;85;9.41
2796;861;80;1.59
2797;2321;16;0.63
2798;1458;67;4.1
2799;2516;5;6.41
2800;1251;48;1.37
2801;2269;78;8.5
2802;1612;54;1.06
2803;2229;32;8.84
2804;1490;70;5.79
2805;813;7;2.56
2806;440;38;3.54
2807;2216;63;3.38
2808;2820;14;6.81
2809;1801;19;1.72
2810;1615;92;3.76
2811;582;94;9.51
2812;2543;4;5.47
2813;459;10;5.31
2814;120;90;0.24
2815;2519;77;5.55
2816;2670;48;1.5
2817;1429;82;4.3
2818;2502;58;7.39
2819;1097;70;7.56
2820;2691;94;5.7
2821;2786;24;3.54
2822;2054;70;1.72
2823;1473;33;9.94
2824;845;21;3.92
2825;201;47;2.0
2826;2062;67;1.99
2827;1702;4;5.79
2828;2378;80;2.03
2829;527;2;6.08
2830;1878;19;7.36
2831;1872;46;4.8
2832;2566;85;7.17
2833;1023;24;7.87
2834;1695;83;1.53
2835;1925;97;0.81
2836;694;55;8.57
2837;2133;89;2.37
2838;628;15;1.01
2839;2461;13;3.51
2840;2949;33;3.47
2841;1116;93;1.66
2842;1594;15;0.21
2843;970;72;2.75
2844;1027;22;9.26
2845;1858;20;9.16
2846;897;51;5.91
2847;1943;80;8.31
2848;2610;49;0.35
2849;557;41;7.67
2850;1698;28;3.71
2851;1629;15;8.53
2852;1332;76;1.11
2853;2108;28;9.18
2854;463;83;1.19
2855;2819;38;2.61
2856;1468;86;8.34
2857;1496;9;6.43
2858;1985;60;2.88
2859;2292;94;2.3
2860;653;54;3.09
2861;121;44;0.22
2862;263;51;7.56
2863;2496;22;7.79
2864;2090;83;2.38
2865;1082;3;3.29
2866;509;44;8.73
2867;70;26;1.9
2868;2427;80;8.13
2869;2443;41;0.71
2870;1673;15;3.62
2871;2218;19;0.87
2872;2249;56;2.55
2873;2827;73;7.89
2874;1278;14;6.52
2875;2935;44;0.92
2876;2147;78;8.4
2877;364;32;9.77
2878;1378;73;6.9
2879;170;33;6.37
2880;1404;31;7.17
2881;1906;35;7.12
2882;2916;34;1.66
2883;412;72;0.64
2884;982;25;7.18
2885;1540;9;6.97
2886;1915;97;9.22
2887;395;92;5.03
2888;2819;63;2.77
2889;2838;17;3.4
2890;907;6;8.14
2891;755;62;1.29
2892;234;100;7.97
2893;1301;38;0.42
2894;2626;66;7.81
2895;401;83;6.4
2896;384;30;5.01
2897;747;83;6.22
2898;2332;29;6.64
2899;127;11;5.66
2900;2787;99;3.13
2901;59;8;3.08
2902;822;62;9.26
2903;1879;62;0.68
2904;1697;71;0.97
2905;1671;88;8.22
2906;1982;45;5.07
2907;1357;4;2.5
2908;2131;97;0.47
2909;145;100;2.46
2910;1979;22;6.81
2911;872;91;4.74
2912;2477;16;3.83
2913;2519;20;8.09
2914;815;58;5.33
2915;2368;27;6.25
2916;1609;79;9.32
2917;1641;22;3.12
2918;2367;82;3.71
2919;113;51;3.83
2920;2333;31;8.25
2921;337;39;5.44
2922;1899;79;8.62
2923;3088;12;0.56
2924;814;59;2.55
2925;2500;49;0.77
2926;1442;60;0.15
2927;1730;69;3.18
2928;2467;20;6.24
2929;2308;22;2.73
2930;2177;27;6.75
2931;2408;31;0.07
2932;1270;7;4.7
2933;2050;39;6.16
2934;2671;96;4.54
2935;2641;49;6.75
2936;489;23;7.81
2937;2702;8;5.28
2938;2907;89;2.3
2939;450;73;8.73
2940;59;2;9.55
2941;1784;94;1.57
2942;2977;100;7.29
2943;902;73;4.58
2944;554;17;2.29
2945;2803;3;9.47
2946;664;15;1.68
2947;1586;19;0.79
2948;1267;85;1.98
2949;2065;46;2.52
2950;2287;51;3.75
2951;465;58;2.03
2952;1201;50;2.97
2953;1542;75;6.86
2954;1752;30;3.75
2955;81;59;5.99
2956;2054;45;0.13
2957;978;11;7.97
2958;880;48;9.58
2959;124;91;0.73
2960;1129;68;6.56
2961;942;60;2.46
2962;2314;15;2.4
2963;2963;34;5.52
2964;1168;84;5.45
2965;462;80;6.21
2966;2381;3;8.13
2967;1547;73;2.72
2968;593;47;2.44
2969;893;89;9.22
2970;609;91;1.68
2971;872;78;5.74
2972;1256;77;5.97
2973;2208;66;2.32
2974;2903;69;0.41
2975;748;31;6.5
2976;2740;10;7.92
2977;46;30;6.46
2978;1549;8;7.38
2979;1075;25;8.42
2980;3039;100;3.48
2981;1994;76;8.48
2982;3003;32;9.05
2983;2302;12;1.5
2984;2067;24;0.17
2985;2530;65;2.15
2986;1690;37;5.01
2987;1557;97;0.22
2988;2767;56;7.09
2989;936;91;4.97
2990;367;98;3.37
2991;2289;5;6.12
2992;2872;100;8.76
2993;2491;9;8.07
2994;883;69;7.37
2995;1827;65;8.72
2996;821;46;1.21
2997;2525;44;0.6
2998;1509;75;8.84
2999;1451;45;5.99
3000;1810;8;8.4
3001;2812;56;0.95
3002;2182;99;6.69
3003;2511;21;7.13
3004;1731;54;9.34
3005;1692;61;4.19
3006;1705;51;9.78
3007;2348;26;9.57
3008;1499;98;3.86
3009;678;94;9.05
3010;784;36;2.69
3011;1814;97;4.35
3012;2678;80;1.66
3013;2998;61;0.48
3014;2576;12;8.66
3015;1433;11;6.31
3016;2191;52;3.13
3017;2859;30;1.54
3018;1753;30;3.17
3019;3058;36;6.35
3020;255;32;7.94
3021;264;50;0.18
3022;2758;84;8.89
3023;322;27;1.21
3024;1815;14;5.74
3025;927;45;9.0
3026;1822;30;3.99
3027;8;93;1.38
3028;2261;89;3.42
3029;1636;27;9.77
3030;843;38;9.71
3031;722;22;8.96
3032;2347;74;6.64
3033;2302;86;3.48
3034;409;8;1.82
3035;569;8;7.57
3036;1458;36;2.64
3037;2386;29;2.19
3038;1598;28;3.45
3039;2561;48;4.14
3040;793;90;9.25
3041;3082;92;7.8
3042;905;29;9.57
3043;37;17;7.02
3044;1375;35;2.92
3045;1339;2;8.11
3046;1298;11;4.33
3047;2696;68;4.52
3048;2518;7;0.52
3049;3057;79;2.92
3050;2513;87;8.71
3051;1373;37;8.67
3052;2088;94;9.39
3053;1064;35;7.88
3054;2357;46;3.31
3055;1646;98;1.33
3056;1528;34;7.4
3057;1256;44;0.42
3058;1682;24;9.03
3059;2701;17;0.19
3060;1168;14;4.18
3061;2925;3;0.73
3062;2561;68;8.66
3063;1999;83;7.28
3064;2306;1;0.38
3065;2017;34;9.09
3066;3037;42;3.39
3067;83;33;4.8
3068;1688;6;3.21
3069;1645;3;0.52
3070;2206;28;6.05
3071;860;79;1.32
3072;2239;32;8.23
3073;1005;72;7.87
3074;623;99;9.73
3075;2301;10;6.47
3076;1506;9;1.82
3077;495;46;5.2
3078;799;49;0.07
3079;1318;38;1.82
3080;1083;13;6.09
3081;669;29;9.26
3082;1651;72;7.11
3083;963;48;0.14
3084;2735;34;4.33
3085;2297;91;4.92
3086;1433;54;5.21
3087;470;55;3.02
3088;1400;46;2.39
3089;2401;78;6.92
3090;722;83;7.94
3091;2449;77;7.13
3092;56;21;2.7
3093;2700;54;8.58
3094;2466;94;3.81
3095;1793;39;5.2
3096;222;70;1.51
3097;2850;49;5.97
3098;2123;58;8.5
3099;643;29;3.01
3100;2283;100;4.02
3101;303;95;5.71
3102;643;65;4.09
3103;2276;64;7.94
3104;1610;79;0.23
3105;483;26;9.18
3106;2171;69;8.6
3107;3112;86;2.16
3108;2772;34;7.89
3109;550;92;7.16
3110;1931;91;7.9
3111;1585;85;8.25
3112;405;16;6.33
3113;1402;69;3.99
3114;778;76;0.55
3115;1349;37;2.77
3116;1553;90;7.84
3117;183;20;0.53
3118;2396;52;5.81
3119;2172;13;4.1
3120;1281;47;0.27
3121;557;19;5.86
3122;1647;82;6.36
3123;2086;84;9.13
3124;1051;82;4.48
3125;374;70;6.56
3126;3088;11;8.69
3127;432;82;6.34
3128;2817;18;3.04
3129;2548;99;1.6
3130;220;67;3.56
3131;2720;60;8.54
3132;1165;76;9.95
3133;1188;87;2.39
3134;2396;72;8.53
3135;2424;3;0.48
3136;1105;44;5.02
3137;1856;58;2.46
3138;2469;44;6.59
3139;3075;50;0.7
3140;2447;61;4.96
3141;1632;61;2.01
3142;107;10;9.24
3143;1854;59;8.36
3144;2523;51;8.86
3145;940;22;5.56
3146;429;8;9.81
3147;735;57;9.35
3148;1268;54;7.89
3149;2016;38;5.43
3150;2952;41;9.74
3151;1301;74;9.27
3152;1209;100;8.47
3153;1920;87;4.78
3154;2346;33;0.13
3155;2619;27;7.22
3156;779;61;7.02
3157;1919;11;9.33
3158;2898;26;2.81
3159;2545;45;7.51
3160;2222;56;9.59
3161;884;44;1.41
3162;1439;9;4.58
3163;348;15;3.22
3164;160;46;0.99
3165;1662;85;0.79
3166;2723;40;4.01
3167;1612;58;0.28
3168;653;10;8.99
3169;2838;5;7.51
3170;1769;83;3.57
3171;371;89;7.17
3172;1267;51;0.46
3173;778;22;7.6
3174;2686;27;3.33
3175;478;16;2.04
3176;2073;28;8.49
3177;2536;11;6.33
3178;2877;39;0.8
3179;1399;69;2.68
3180;1787;44;1.39
3181;4;86;4.73
3182;2477;76;3.43
3183;2828;72;5.03
3184;875;97;7.56
3185;2821;86;7.76
3186;1592;95;2.88
3187;2326;86;9.6
3188;343;84;1.16
3189;1994;20;6.14
3190;1961;44;4.7
3191;2765;47;5.18
3192;1699;87;8.32
3193;322;33;5.01
3194;603;12;8.87
3195;2186;22;8.62
3196;2758;52;1.42
3197;1461;34;7.18
3198;1398;8;9.52
3199;2059;66;1.38
3200;652;34;6.87
3201;1508;84;0.67
3202;1082;86;2.44
3203;1434;97;0.96
3204;26;5;8.77
3205;2328;47;6.07
3206;1756;82;3.64
3207;2552;52;6.93
3208;2295;71;0.92
3209;211;4;4.7
3210;719;90;9.74
3211;2254;42;6.1
3212;883;87;2.91
3213;1068;23;1.02
3214;1928;62;1.94
3215;1321;42;7.25
3216;889;10;5.08
3217;445;94;0.89
3218;2144;28;6.9
3219;2521;85;0.43
3220;1170;40;4.38
3221;2412;97;1.93
3222;353;54;6.63
3223;270;15;4.83
3224;1041;92;9.76
3225;1864;79;2.41
3226;1281;36;1.29
3227;2425;78;4.77
3228;2974;96;2.66
3229;1524;46;5.64
3230;138;99;2.18
3231;955;77;5.06
3232;1520;40;6.02
3233;2261;84;4.93
3234;1524;4;5.9
3235;1856;21;7.78
3236;101;88;3.39
3237;1677;24;5.89
3238;606;71;6.13
3239;644;21;4.48
3240;662;76;8.98
3241;2486;21;1.34
3242;2442;35;6.3
3243;3015;22;9.5
3244;2064;37;7.19
3245;339;20;4.38
3246;1790;91;4.73
3247;2013;81;9.99
3248;1887;54;4.24
3249;599;38;9.41
3250;1966;4;8.47
3251;2702;76;6.98
3252;400;94;4.97
3253;1077;5;0.78
3254;2421;16;6.28
3255;849;39;9.28
3256;2791;94;6.2
3257;332;74;8.16
3258;2969;93;4.02
3259;575;97;7.7
3260;2109;81;1.19
3261;1069;50;7.27
3262;2728;5;1.19
3263;1483;40;4.62
3264;2644;58;5.03
3265;2472;60;0.09
3266;817;24;0.49
3267;2998;6;1.34
3268;2185;83;4.8
3269;3058;93;8.04
3270;848;14;6.23
3271;985;60;4.26
3272;448;19;3.87
3273;2340;96;8.52
3274;1677;82;3.76
3275;2332;94;3.95
3276;2255;100;3.34
3277;592;66;3.33
3278;926;2;7.13
3279;914;49;6.24
3280;714;87;1.38
3281;2272;1;4.28
3282;2130;82;3.14
3283;2432;91;0.92
3284;988;41;6.71
3285;1673;29;8.76
3286;501;4;2.34
3287;2420;18;0.59
3288;844;30;2.94
3289;244;43;4.22
3290;433;49;8.66
3291;1618;5;8.12
3292;2598;35;5.27
3293;448;6;9.66
3294;1524;8;6.07
3295;2883;30;8.81
3296;232;8;0.14
3297;1416;23;7.82
3298;1068;25;1.1
3299;1455;56;1.82
3300;2318;10;2.58
3301;2554;64;9.21
3302;373;36;4.11
3303;399;41;3.37
3304;270;91;9.39
3305;132;17;0.06
3306;936;31;5.07
3307;1981;99;8.71
3308;937;62;4.27
3309;1134;98;4.93
3310;1539;82;9.46
3311;2320;55;8.66
3312;2219;19;5.09
3313;135;99;3.53
3314;2477;56;3.61
3315;2537;2;5.91
3316;337;66;9.14
3317;2273;15;6.4
3318;2866;6;8.09
3319;2257;24;4.71
3320;146;26;4.92
3321;819;39;2.57
3322;1017;11;3.84
3323;2660;49;6.32
3324;356;85;0.77
3325;2917;26;6.7
3326;823;15;8.97
3327;2832;47;0.4
3328;1371;6;8.44
3329;413;61;5.27
3330;133;22;7.18
3331;2397;27;6.39
3332;996;83;9.79
3333;264;15;2.55
3334;2699;2;8.37
3335;2907;11;8.32
3336;2418;16;0.42
3337;905;70;4.85
3338;2693;80;6.39
3339;470;99;6.57
3340;1774;40;9.11
3341;303;30;3.79
3342;1449;20;7.03
3343;434;8;9.66
3344;126;40;2.05
3345;1294;100;4.6
3346;2610;82;4.87
3347;2490;24;6.12
3348;2175;95;2.15
3349;714;16;2.51
3350;1260;11;2.51
3351;1938;76;8.16
3352;2838;15;5.32
3353;2669;54;6.8
3354;1752;64;5.94
3355;1640;14;5.87
3356;1831;75;5.45
3357;2675;5;8.52
3358;3047;59;1.39
3359;1511;67;1.24
3360;2240;47;6.94
3361;864;43;5.08
3362;2672;50;9.75
3363;2052;26;9.18
3364;3029;47;2.46
3365;1920;17;0.81
3366;1849;34;2.61
3367;969;27;9.69
3368;2981;20;2.75
3369;2299;36;5.15
3370;1369;39;8.46
3371;2218;46;9.29
3372;2581;40;5.47
3373;1036;78;3.88
3374;1554;14;9.3
3375;1850;54;8.8
3376;814;90;7.73
3377;2040;85;2.21
3378;2018;69;0.9
3379;682;96;7.84
3380;1337;81;7.74
3381;1055;80;9.07
3382;2417;16;7.44
3383;1898;17;6.92
3384;2895;27;3.27
3385;1939;16;6.94
3386;2724;66;6.83
3387;504;15;5.48
3388;2550;29;0.95
3389;1130;32;2.72
3390;2334;43;5.4
3391;2769;18;5.64
3392;163;19;5.74
3393;2556;30;0.04
3394;1419;5;8.6
3395;687;1;9.67
3396;2560;63;3.42
3397;1635;89;7.84
3398;1500;98;6.24
3399;1526;90;5.71
3400;2786;11;5.68
3401;1215;23;5.59
3402;615;11;3.06
3403;598;13;1.19
3404;2080;46;8.64
3405;367;57;1.51
3406;780;53;7.39
3407;1676;88;0.72
3408;2336;20;6.52
3409;266;11;7.45
3410;48;37;3.96
3411;1086;62;7.64
3412;822;34;5.04
3413;2725;91;6.74
3414;2226;33;7.5
3415;1294;21;9.78
3416;2903;30;6.03
3417;976;30;5.6
3418;2825;36;8.31
3419;1850;32;7.89
3420;2116;82;9.37
3421;2154;26;6.1
3422;485;38;0.4
3423;1925;52;5.92
3424;14;53;2.15
3425;547;65;8.15
3426;3024;15;8.89
3427;2666;59;2.9
3428;2570;100;7.19
3429;2701;97;1.47
3430;1777;5;2.34
3431;980;21;1.16
3432;1916;71;4.95
3433;966;47;3.43
3434;230;22;5.94
3435;972;13;2.9
3436;844;19;4.19
3437;2520;89;2.15
3438;819;87;4.93
3439;1297;74;9.53
3440;797;8;8.35
3441;717;70;9.45
3442;2794;80;7.07
3443;1798;78;5.26
3444;1174;12;1.17
3445;1189;99;5.69
3446;1677;74;1.02
3447;3042;42;3.89
3448;467;50;2.74
3449;2346;8;4.93
3450;391;42;0.27
3451;1869;6;4.09
3452;1127;16;1.88
3453;381;40;2.43
3454;1916;20;0.93
3455;1377;2;2.31
3456;2862;69;5.86
3457;383;18;0.37
3458;2579;42;3.56
3459;1365;90;0.82
3460;1836;86;9.58
3461;1894;57;1.55
3462;1659;29;7.27
3463;60;10;0.49
3464;282;1;4.04
3465;1318;10;9.7
3466;2569;19;5.3
3467;1380;90;8.21
3468;1135;97;9.64
3469;220;31;9.52
3470;2837;48;2.54
3471;1075;60;0.65
3472;605;93;5.3
3473;2317;79;8.67
3474;146;81;3.11
3475;1190;86;4.01
3476;1498;48;4.81
3477;426;57;0.28
3478;1395;40;3.28
3479;1463;22;9.11
3480;2654;60;1.67
3481;2153;5;3.5
3482;2323;75;2.92
3483;2836;39;4.17
3484;2527;10;9.54
3485;1033;10;5.84
3486;1617;23;2.94
3487;1654;64;6.82
3488;1356;95;8.25
3489;2201;28;0.49
3490;2500;12;3.35
3491;2768;87;1.91
3492;2313;96;4.11
3493;1888;90;6.68
3494;269;85;6.17
3495;1983;38;8.45
3496;309;4;3.66
3497;2860;87;4.05
3498;614;38;7.0
3499;1310;86;1.24
3500;1476;12;3.25
3501;833;25;9.4
3502;1128;93;5.09
3503;2801;64;4.75
3504;1726;36;1.54
3505;1508;73;1.96
3506;3085;41;3.63
3507;2626;43;1.85
3508;2210;17;7.37
3509;2441;97;0.53
3510;1284;2;5.08
3511;310;89;8.84
3512;1791;22;2.63
3513;788;69;9.37
3514;1156;74;0.1
3515;5;62;9.27
3516;112;69;8.47
3517;2651;65;0.81
3518;440;90;5.46
3519;726;24;2.2
3520;2369;42;8.29
3521;1381;67;9.71
3522;2620;44;8.04
3523;582;82;8.87
3524;40;21;7.09
3525;1461;60;9.57
3526;147;81;5.71
3527;2670;10;7.24
3528;2793;45;8.62
3529;559;52;2.74
3530;487;1;5.95
3531;2467;66;7.33
3532;2855;6;1.68
3533;2518;74;7.39
3534;1442;95;6.38
3535;2078;58;4.62
3536;464;4;1.62
3537;2394;75;6.63
3538;469;77;6.38
3539;2054;61;5.68
3540;2141;50;8.63
3541;1909;8;9.2
3542;1431;89;6.74
3543;684;72;9.88
3544;1783;87;4.64
3545;2511;72;9.94
3546;1118;85;2.79
3547;1294;72;9.92
3548;1414;31;8.0
3549;264;42;4.65
3550;2268;40;7.57
3551;745;24;9.98
3552;989;62;2.2
3553;3084;36;6.14
3554;2457;78;4.68
3555;422;93;9.41
3556;1739;2;8.7
3557;2210;3;8.55
3558;2213;78;9.24
3559;737;96;1.08
3560;2374;38;0.11
3561;157;81;7.65
3562;1919;92;4.56
3563;1782;5;5.7
3564;1326;72;5.18
3565;2789;17;8.53
3566;3005;84;3.15
3567;493;90;5.39
3568;2294;46;1.07
3569;3090;99;0.19
3570;746;37;5.66
3571;2125;10;2.22
3572;2531;60;0.43
3573;2437;1;6.47
3574;2060;18;5.31
3575;504;20;2.97
3576;122;57;5.46
3577;2544;22;3.01
3578;1388;8;9.81
3579;855;43;3.25
3580;1543;3;5.71
3581;89;88;9.18
3582;2780;66;1.93
3583;872;59;5.09
3584;2193;58;8.49
3585;780;74;4.31
3586;297;82;9.25
3587;2116;49;1.01
3588;1772;43;9.84
3589;2731;20;2.74
3590;2253;52;3.22
3591;2911;57;8.48
3592;551;4;4.89
3593;2619;24;1.65
3594;580;1;1.2
3595;2737;40;1.35
3596;1143;68;8.32
3597;999;89;2.6
3598;1529;7;3.43
3599;2521;54;8.37
3600;1432;23;4.35
3601;2658;31;0.24
3602;2551;85;2.01
3603;2245;6;2.33
3604;3043;10;1.0
3605;2237;51;5.17
3606;1792;70;5.86
3607;292;81;9.22
3608;422;47;8.01
3609;2350;6;7.18
3610;1365;74;7.51
3611;2635;73;8.2
3612;1655;88;2.31
3613;2033;83;3.6
3614;688;61;0.18
3615;546;6;0.65
3616;2065;92;5.01
3617;1411;21;6.85
3618;2881;43;6.39
3619;1137;91;8.58
3620;625;4;2.69
3621;1353;5;9.04
3622;2307;25;1.98
3623;2176;35;6.74
3624;893;42;4.64
3625;1930;61;1.5
3626;553;82;8.26
3627;246;67;4.33
3628;686;22;2.23
3629;1520;72;3.08
3630;2094;51;0.24
3631;2178;40;9.95
3632;2766;72;4.06
3633;2856;94;6.59
3634;2424;54;7.26
3635;3018;90;9.34
3636;1069;54;3.98
3637;965;5;5.3
3638;540;35;0.75
3639;2058;65;9.97
3640;1314;66;9.56
3641;2864;64;0.14
3642;1837;20;7.79
3643;1188;99;7.73
3644;2509;9;7.87
3645;2523;33;2.88
3646;342;9;1.44
3647;2291;29;9.47
3648;3080;85;6.46
3649;1140;11;3.54
3650;3090;70;4.29
3651;2536;21;0.12
3652;2619;4;7.8
3653;1510;17;8.97
3654;1012;89;0.9
3655;1119;87;5.93
3656;2606;87;2.06
3657;881;93;3.72
3658;50;80;6.16
3659;2485;48;5.23
3660;232;52;4.47
3661;2707;15;2.22
3662;2891;34;7.87
3663;899;24;5.4
3664;2800;90;4.11
3665;1143;87;6.85
3666;2578;10;6.75
3667;70;51;0.29
3668;2946;83;4.05
3669;2744;78;5.52
3670;694;25;2.96
3671;2267;32;5.58
3672;1793;2;3.02
3673;408;25;3.45
